Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase;Atividade;Operação;;
;;POOH_BHA_3_4;Retirar coluna até a superfície (mar aberto);;;;=PIF/TMPR;0;0;FASE 2;Troca de Broca;"Broca DIAMETRO FASE 2 """;"Perfuração DIAMETRO FASE 2 """;Troca de Broca;;2;Perfuração;Retirada de coluna em poço revestido;Muito Baixa;-
;;POOH_BHA_3_5;Quebrar BHA DIAMETRO FASE 2 pol;;;;6;0;0;FASE 2;Troca de Broca;"Broca DIAMETRO FASE 2 """;"Perfuração DIAMETRO FASE 2 """;Troca de Broca;;2;Perfuração;Retirada de coluna em poço revestido;Muito Baixa;-
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
POOH_BHA 4;POOH_BHA 4;POOH_BHA_4_1;Circular p/ limpar poço;;;;=PFF/Q;0;0;FASE 2;Retirada de broca;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Condicionamento de poço;Baixa;-
;;POOH_BHA_4_2;Retirar coluna até a sapata (poço aberto);;;;=(PFF-PIF)/TMPA;0;0;FASE 2;Retirada de broca;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço aberto;Baixa;-
;;POOH_BHA_4_3;Retirar coluna até a cabeça do poço (poço revestido);;;;=(PIF-PDA)/TMPR;0;0;FASE 2;Retirada de broca;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço revestido;Baixa;-
;;POOH_BHA_4_4;Jatear cabeça do poço;;;;2;0;0;FASE 2;Retirada de broca;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço revestido;Baixa;-
;;POOH_BHA_4_5;Retirar coluna até a superfície (mar aberto);;;;=PDA/TMPR;0;0;FASE 2;Retirada de broca;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Retirada de coluna em poço revestido;Muito Baixa;-
;;POOH_BHA_4_6;Quebrar BHA DIAMETRO FASE X pol;;;;6;0;0;FASE 2;Retirada de broca;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Retirada de broca;;2;Rev / Cimentação;Desmontagem de BHA;Muito Baixa;-
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Casing 1;Casing 1;Casing_1_1;Preparar plataforma para revestir;;;;2;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_1_2;"Descer revestimento DIAMETRO REVESTIMENTO FASE 1 "" na mesa rotativa";;;;=(PFF-PDA)/TRF;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_1_3;Trocar elevador;;;;1;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_1_4;Descer stinger (coluna interna);;;;=(PFF-PDA)/TMPR;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_1_5;Conectar Alojador de Baixa Pressão (ABP);;;;2;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Cabeça de poço;Instalação / Retirada de cabeça de poço (BAP / BGPR, alojador, etc);Muito Baixa;-
;;Casing_1_6;"Descer revestimento DIAMETRO REVESTIMENTO FASE 1 "" com coluna de assentamento (mar aberto)";;;;=PDA/TMPR;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_1_7;Mover plataforma na locação e reentrar no poço;;;;0,5;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_1_8;"Descer revestimento DIAMETRO REVESTIMENTO FASE 1 "" com coluna de assentamento (poço aberto)";;;;=(PFF-PDA)/TMPR;0;0;FASE 1;Montagem e descida de condutor e BAJA;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de condutor e BAJA;;1;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
;;Casing_1_9;Conectar linhas de superfície;;;;1;0;0;FASE 1;Cimentação primária;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_1_10;Circular para cimentar;;;;1,5;0;1;FASE 1;Cimentação primária;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_1_11;Efetuar cimentação;;;;5;0;1;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_1_12;Desconectar ferramenta de assentamento (Running tool);;;;0,5;0;1;FASE 3;Cimentação primária;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_1_13;Realizar flush de limpeza da coluna de assentamento;;;;1;0;0;FASE 4;Cimentação primária;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_1_14;Retirar coluna de assentamento (mar aberto);;;;=PDA/TMPR;0;0;FASE 5;Cimentação primária;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Cimentação primária;;1;Rev / Cimentação;Cimentação e operações associadas;Muito Baixa;-
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Casing 2;Casing 2;Casing_2_1;Preparar plataforma para revestir;;;;2;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_2_2;"Descer revestimento DIAMETRO REVESTIMENTO FASE 2 "" na mesa rotativa";;;;=(PFF-PIF)/TRF;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_2_3;Trocar elevador;;;;1;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_2_4;Descer stinger (coluna interna);;;;=(PFF-PIF)/TMPR;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_2_5;Conectar Alojador de Alta Pressão (AAP);;;;2;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Cabeça de poço;Instalação / Retirada de cabeça de poço (BAP / BGPR, alojador, etc);Muito Baixa;-
;;Casing_2_6;"Descer revestimento  DIAMETRO REVESTIMENTO FASE 2 "" com coluna de assentamento (mar aberto)";;;;=(PDA-(PFF-PIF))/TMPR;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_2_7;Mover plataforma na locação e reentrar no poço;;;;0,5;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
;;Casing_2_8;"Descer revestimento DIAMETRO REVESTIMENTO FASE 2 "" com coluna de assentamento (poço revestido)";;;;=(PIF-PDA)/TMPR;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
;;Casing_2_9;"Descer revestimento DIAMETRO REVESTIMENTO FASE 2 "" com coluna de assentamento (poço aberto)";;;;=(PFF-PIF)/TMPA;0;0;FASE 2;Montagem e descida de revestimento e alojador de alta pressão;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Montagem e descida de revestimento e alojador de alta pressão;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
;;Casing_2_10;Conectar linhas de superfície;;;;1;0;0;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_2_11;Circular para cimentar;;;;1,5;0;1;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_2_12;Efetuar cimentação;;;;5;0;1;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Cimentação e operações associadas;Baixa;-
;;Casing_2_13;Desconectar ferramenta de assentamento (Running tool);;;;0,5;0;1;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
;;Casing_2_14;Realizar flush de limpeza da coluna de assentamento;;;;1;0;0;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Revestimento e operações associadas;Baixa;-
;;Casing_2_15;Retirar coluna de assentamento (mar aberto);;;;=PDA/TMPR;0;0;FASE 2;Cimentação primária;"Broca DIAMETRO FASE 2 """;Revestimento e Cimentação;Cimentação primária;;2;Rev / Cimentação;Revestimento e operações associadas;Muito Baixa;-
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;;Atividade;;;"Operação - caso Sonda ser Dual Active
";;--;Atividade;Operação;;
Drilling Out 1;Drilling Out 1;Drilling_Out_1_1;Montar conjunto com AAP, ferramenta de instalação e deitar no deck;;;;3;0;0;FASE 1;Montagem e descida de BHA de perfuração;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Montagem de BHA;Muito Baixa;-
;;Drilling_Out_1_2;Montar BHA DIAMETRO FASE 2 pol;;;;6;0;0;FASE 1;Montagem e descida de BHA de perfuração;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Montagem de BHA;Muito Baixa;-
;;Drilling_Out_1_3;Descer BHA DIAMETRO FASE 2 pol com coluna de perfuração (mar aberto);;;;=PDA/TMPR(FASE 2);0;0;FASE 1;Montagem e descida de BHA de perfuração;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Descida de coluna em poço revestido;Muito Baixa;-
;;Drilling_Out_1_4;Descer BHA DIAMETRO FASE 2 pol com coluna de perfuração (poço revestido);;;;=(PIF(FASE 2)-PDA)/TMPR(FASE 2);0;0;FASE 1;Montagem e descida de BHA de perfuração;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Montagem e descida de BHA de perfuração;;1;Rev / Cimentação;Descida de coluna em poço revestido;Baixa;-
;;Drilling_Out_1_5;Cortar cimento e acessorios;;;;=CC (FASE 1)/TC (FASE 2);0;1;FASE 1;Corte de cimento de rat hole;"Broca DIAMETRO FASE 1 """;Revestimento e Cimentação;Corte de cimento de rat hole;;1;Rev / Cimentação;Corte de cimento e acessórios;Baixa;-
